"item";"location";"games";"location_general"
"Ultra Ball";"One square south and one square east of Psychic Jaclyn (hidden recurring item; group A)";"FR|LG";"Green Path"
"Ultra Ball";"1F, near the center of the floor";"FR|LG";"Icefall Cave"
"HM07 (Waterfall)";"1F, east of the southernmost ledge, accessible from the southernmost ladder on B1F";"FR|LG";"Icefall Cave"
"NeverMeltIce";"B1F, east of the ice floor";"FR|LG";"Icefall Cave"
"Full Restore";"B1F, southwest of the ice floor";"FR|LG";"Icefall Cave"
"Champion Ribbon";"Given to each Pokémon in the party upon entering the Hall of Fame*";"FR|LG";"Indigo Plateau"
"Moon Stone";"From Lostelle's father after rescuing Lostelle and delivering the Meteorite to him";"FR|LG";"Joyful Game Corner"
"TM25 (Thunder)";"In the southeast area of the facility";"R|B|Y|FR|LG";"Kanto Power Plant"
"Thunder Stone";"In the northeast room";"FR|LG|P|E";"Kanto Power Plant"
"Max Potion";"Northeast of the south entrance";"FR|LG";"Kanto Power Plant"
"TM17 (Protect)";"In the long horizontal area near the center of the facility";"FR|LG";"Kanto Power Plant"
"Elixir";"In the long horizontal area near the center of the facility";"FR|LG";"Kanto Power Plant"
"Max Elixir";"In the small room with three machines just north of the long area near the center of the facility (hidden)";"FR|LG";"Kanto Power Plant"
"Thunderstone";"One square south and three squares east of Zapdos (hidden)";"FR|LG";"Kanto Power Plant"
"Electrode";"In the area east of the south entrance";"FR|LG";"Kanto Power Plant"
"Electrode";"In the northeast area of the facility";"FR|LG";"Kanto Power Plant"
"Safari Ball";"For the Safari Game; cannot be kept";"R|B|Y|FR|LG";"Kanto Safari Zone"
"Nugget";"Center Area (hub), on the island (requires Surf)";"R|B|Y|FR|LG";"Kanto Safari Zone"
"Leaf Stone";"Center Area, three squares east of the Nugget (requires Surf) (hidden)";"FR|LG";"Kanto Safari Zone"
"Leaf Stone";"Area 1, southwest of the rest house, on the southern plateau";"FR|LG";"Kanto Safari Zone"
"TM11 (Sunny Day)";"Area 1, in the patch of grass beside the water";"FR|LG";"Kanto Safari Zone"
"Max Potion";"Center Area (east)RGBY/Area 1FRLG, west of the northern plateau";"R|B|Y|FR|LG";"Kanto Safari Zone"
"Full Restore";"Center Area (east)RGBY/Area 1FRLG, southwest of the rest house";"R|B|Y|FR|LG";"Kanto Safari Zone"
"Quick Claw";"Area 2, near the center of the zone";"FR|LG";"Kanto Safari Zone"
"TM47 (Steel Wing)";"Area 2, southwest of the rest house";"FR|LG";"Kanto Safari Zone"
"Protein";"Area 2, northwest of the rest house";"R|B|Y|FR|LG";"Kanto Safari Zone"
"Max Revive";"Area 3, northwest of the Area 3 sign";"R|B|Y|FR|LG";"Kanto Safari Zone"
"Max Potion";"Area 3, in the patch of grass in the southwest area of the zone";"R|B|Y|FR|LG";"Kanto Safari Zone"
"TM32 (Double Team)";"Area 3, southeast of the Secret House";"R|B|Y|FR|LG";"Kanto Safari Zone"
"HM03 (Surf)";"Area 3, from the man in the Secret House";"R|B|Y|FR|LG";"Kanto Safari Zone"
"Revive";"Area 3, four squares south and one square east of the door to the Secret House (hidden)";"FR|LG";"Kanto Safari Zone"
"Gold Teeth";"Area 3, southeast of the sign asking to find them";"R|B|Y|FR|LG";"Kanto Safari Zone"
"Max Repel";"On the land behind Crush Girl Tanya (requires Surf)";"FR|LG";"Kindle Road"
"HM06 (Rock Smash)";"From the old man in Ember Spa";"FR|LG";"Kindle Road"
"Ether";"Southeast of Crush Kin Mik & Kia (requires Rock Smash)";"FR|LG";"Kindle Road"
"Carbos";"South of Crush Girl Tanya (requires Rock Smash)";"FR|LG";"Kindle Road"
"Poké Flute";"From Mr. Fuji in the Pokémon House after rescuing him from Team Rocket at the Pokémon Tower";"R|B|Y|FR|LG|P|E";"Lavender Town"
"Oak's Parcel";"Received from the Poké Mart clerk";"R|B|Y|FR|LG";"User:Lewtwo/Viridian"
"Potion";"West of the cuttable tree in the northwestern part of the city";"FR|LG";"User:Lewtwo/Viridian"
"Teachy TV";"Received from the old man who teaches the player how to catch Pokémon";"FR|LG";"User:Lewtwo/Viridian"
"Lax Incense";"East, south";"FR|LG";"Lost Cave"
"Sea Incense";"East, north, south, north";"FR|LG";"Lost Cave"
"Max Revive";"East, north, south, south, east, east";"FR|LG";"Lost Cave"
"Rare Candy";"East, north, south, south, east, west, south, west";"FR|LG";"Lost Cave"
"Silk Scarf";"East, north, south, south, east, west, south, east, north*";"FR|LG";"Lost Cave"
"Razz Berry";"Southeast of Bird Keeper Milo, on a marked square (hidden)";"FR|LG";"Memorial Pillar"
"Sitrus Berry";"Southeast of Bird Keeper Chaz, on a marked square (hidden)";"FR|LG";"Memorial Pillar"
"Bluk Berry";"Southwest of the Sitrus Berry, on a marked square (hidden)";"FR|LG";"Memorial Pillar"
"TM42 (Facade)";"Thank-you gift if the player leaves a Lemonade on the memorial";"FR|LG";"Memorial Pillar"
"Metal Coat";"Southwest of the memorial";"FR|LG";"Memorial Pillar"
"Big Pearl";"Southeast of the Metal Coat, on the southwest beach (hidden recurring item; group C)";"FR|LG";"Memorial Pillar"
"Dire Hit";"Northeast of the grass on the east side of the volcano";"FR|LG";"Mt. Ember"
"Ultra Ball";"Southwest of Pokémon Ranger Logan, at the end of the dead-end path (hidden)";"FR|LG";"Mt. Ember"
"Ultra Ball";"West of summit entrance";"FR|LG";"Mt. Ember"
"Fire Stone";"On a rock southeast of the second Ultra Ball (hidden)";"FR|LG";"Mt. Ember"
"Fire Stone";"Southeast of summit entrance (requires Strength and Rock Smash)";"FR|LG";"Mt. Ember"
"Ruby";"In the cave guarded by the two Team Rocket Grunts (requires Strength)";"FR|LG";"Mt. Ember"
"TM09 (Bullet Seed)";"1F, southeast of Bug Catcher Kent, in the southwest area of the floor";"FR|LG";"Mt. Moon"
"Parlyz Heal";"1F, northwest of Bug Catcher Kent, in the southwest area of the floor";"FR|LG";"Mt. Moon"
"Potion";"1F, northwest of Super Nerd Jovan, in the south area of the floor";"FR|LG";"Mt. Moon"
"Rare Candy";"1F, near the southeast corner of the floor";"R|B|Y|FR|LG";"Mt. Moon"
"Escape Rope";"1F, northeast of the Rare Candy, in the east area of the floor";"R|B|Y|FR|LG";"Mt. Moon"
"Moon Stone";"1F, in the northwest area of the floor";"R|B|Y|FR|LG";"Mt. Moon"
"TinyMushroom";"B1F, down the easternmost ladder on 1F, on the second easternmost of the four rocks lined up horizontally (hidden recurring item; group B and C)";"FR|LG";"Mt. Moon"
"TinyMushroom";"B1F, down the ladder between the other two ladders on 1F, on the rock in the northeast corner (hidden recurring item; group B and C)";"FR|LG";"Mt. Moon"
"TinyMushroom";"B1F, up the ladder in the northwest corner of B2F, on a rock in the northeast corner (hidden recurring item; group B and C)";"FR|LG";"Mt. Moon"
"Big Mushroom";"B1F, down the easternmost ladder on 1F, on the two faceable rocks northwest of the ladder that leads to B2F (×2) (hidden recurring item; group C)";"FR|LG";"Mt. Moon"
"Big Mushroom";"B1F, down the westernmost ladder on 1F, on the southernmost rock (hidden recurring item; group C)";"FR|LG";"Mt. Moon"
"Star Piece";"B2F, on a plateau to the far east of a Team Rocket Grunt in a closed-off room accessible from the easternmost ladder on 1F";"FR|LG";"Mt. Moon"
"TM46 (Thief)";"B2F, on a plateau north of a Team Rocket Grunt in a closed-off room accessible from the ladder between the other two ladders on 1F";"FR|LG";"Mt. Moon"
"Ether";"B2F, on the rock northeast of a Team Rocket Grunt in a closed-off room accessible from the ladder between the other two ladders on 1F (hidden)";"R|B|Y|FR|LG";"Mt. Moon"
"Revive";"B2F, north of the ladder in the center of the floor that leads to B1F";"FR|LG|P|E";"Mt. Moon"
"Moon Stone";"B2F, southeast of the Super Nerd, on the wallRBY or on a rockFRLG (hidden)";"R|B|Y|FR|LG";"Mt. Moon"
"Dome Fossil";"B2F, choice between this or the Helix Fossil after defeating the Super Nerd";"R|B|Y|FR|LG|P|E";"Mt. Moon"
"Helix Fossil";"B2F, choice between this or the Dome Fossil after defeating the Super Nerd";"R|B|Y|FR|LG|P|E";"Mt. Moon"
"Antidote";"B2F, southwest of the ladder near the northwest corner of the floor";"FR|LG";"Mt. Moon"
"Sacred Ash";"Where Ho-Oh stood (hidden)";"FR|LG|E";"Navel Rock"
"PP Up";"Southwest of Fisherman Tylor (requires Surf)";"FR|LG";"Outcast Island"
"Net Ball";"South of the entrance to Altering Cave (hidden recurring item; group C)";"FR|LG";"Outcast Island"
"Star Piece";"On the small strip of land on the east side of the island (requires Surf) (hidden recurring item; group C)";"FR|LG";"Outcast Island"
"Town Map";"Obtained from Daisy after obtaining the Pokédex";"R|B|Y|FR|LG";"Pallet Town"
"Poké Ball";"West of the Pewter Museum of Science, in the center of the patch of light green grass (hidden)";"FR|LG";"Pewter City"
"Running Shoes";"From one of Professor Oak's aides near the entrance to Route 3 after defeating Brock";"FR|LG";"Pewter City"
"Old Amber";"Received from a Scientist inside the back room of the museum (requires CutRBYFRLG/Chop DownPE)";"R|B|Y|FR|LG|P|E";"Pewter Museum of Science"
"Escape Rope";"1F, in-between the row of pillars in the north area of the floor";"R|B|Y|FR|LG";"Pokémon Mansion (Kanto)"
"Carbos";"1F, near the stairs to B1F";"R|B|Y|FR|LG";"Pokémon Mansion (Kanto)"
"Moon Stone";"1F, one square north and three squares west of the base of the northwesternmost pillar from the entrance (hidden)";"FR|LG";"Pokémon Mansion (Kanto)"
"Protein";"1F, southeast of the Escape Rope";"FR|LG";"Pokémon Mansion (Kanto)"
"Calcium";"2F, in the northeast area of the floor";"R|B|Y|FR|LG";"Pokémon Mansion (Kanto)"
"HP Up";"2F, in the east area of the floor, accessible from the southernmost stairs on 3F";"FR|LG";"Pokémon Mansion (Kanto)"
"Zinc";"2F, on the balcony";"FR|LG";"Pokémon Mansion (Kanto)"
"Max Potion";"3F, in the southwest area of the floor";"R|B|Y|FR|LG";"Pokémon Mansion (Kanto)"
"Iron";"3F, in the northeast area of the floor";"R|B|Y|FR|LG";"Pokémon Mansion (Kanto)"
"Rare Candy";"3F, far east of Scientist Braydon, at the end of the path (hidden)";"FR|LG";"Pokémon Mansion (Kanto)"
"Full Restore";"B1F, in the southwest area of the floor";"R|B|Y|FR|LG";"Pokémon Mansion (Kanto)"
"Elixir";"B1F, eight squares east of the northeastern statue (hidden)";"FR|LG";"Pokémon Mansion (Kanto)"
"TM14 (Blizzard)";"B1F, in the northern area of the floor";"FR|LG";"Pokémon Mansion (Kanto)"
"Secret Key";"B1F, in the northwest area of the floor";"FR|LG";"Pokémon Mansion (Kanto)"
"TM22 (SolarBeam)";"B1F, in the west area of the floor";"FR|LG";"Pokémon Mansion (Kanto)"
"Meteorite";"Gift from Bill after arriving";"FR|LG";"Pokémon Network Center"
"Tri-Pass";"Gift from Celio after arriving";"FR|LG";"Pokémon Network Center"
"Town Map";"Gift from Celio after arriving, if not obtained in Pallet Town";"FR|LG";"Pokémon Network Center"
"Rainbow Pass";"Gift from Celio after giving him the Ruby";"FR|LG";"Pokémon Network Center"
"Escape Rope";"3F, in the north area of the floor";"R|B|Y|FR|LG";"Pokémon Tower"
"Elixir";"4F, southeast of the center of the floor";"R|B|Y|FR|LG";"Pokémon Tower"
"Awakening";"4F, southwest of the center of the floor";"R|B|Y|FR|LG";"Pokémon Tower"
"Great Ball";"4F, in the south area of the floor";"FR|LG";"Pokémon Tower"
"Big Mushroom";"5F, one square north and four squares west of Channeler Ruth (hidden)";"FR|LG";"Pokémon Tower"
"Cleanse Tag";"5F, in the center of the healing area";"FR|LG";"Pokémon Tower"
"Nugget";"5F, in the southwest area of the floor";"R|B|Y|FR|LG";"Pokémon Tower"
"X Accuracy";"6F, southwest of the stairs to 5F";"R|B|Y|FR|LG";"Pokémon Tower"
"Rare Candy";"6F, in the west area of the floor";"R|B|Y|FR|LG";"Pokémon Tower"
"Soothe Bell";"7F, where Mr. Fuji was standing (hidden) (requires Silph Scope)";"FR|LG";"Pokémon Tower"
"Poké Ball";"Obtained from Professor Oak after delivering him his Parcel";"FR|LG";"Professor Oak's Laboratory"
"Pokédex";"Obtained from Professor Oak after delivering him his Parcel";"R|B|Y|FR|LG";"Professor Oak's Laboratory"
"Poké Ball";"Obtained from Professor Oak either after defeating Blue at the optional battle on Route 22 or after battling Blue in Cerulean City (regardless of winning or losing), if the player has no regular Poké Balls in their Bag and has not added any caught data to the Kanto Pokédex (permanently missed if the player earns the Earth Badge first)";"FR|LG";"Professor Oak's Laboratory"
"National Pokédex";"Obtained from Professor Oak after entering the Hall of Fame and catching at least 60 Pokémon";"FR|LG";"Professor Oak's Laboratory"
"Nest Ball";"On the west island, west of the rock (hidden recurring item; group C)";"FR|LG";"Resort Gorgeous"
"Stardust";"In the northwest area of the center island (hidden recurring item; group B)";"FR|LG";"Resort Gorgeous"
"Stardust";"In the southwest area of the center island (hidden recurring item; group B)";"FR|LG";"Resort Gorgeous"
"Star Piece";"South of Selphy's house (hidden recurring item; group C)";"FR|LG";"Resort Gorgeous"
"Luxury Ball";"Reward from Selphy (70% chance)";"FR|LG";"Resort Gorgeous"
"Nugget";"Reward from Selphy (5% chance)";"FR|LG";"Resort Gorgeous"
"Pearl";"Reward from Selphy (5% chance)";"FR|LG";"Resort Gorgeous"
"Big Pearl";"Reward from Selphy (5% chance)";"FR|LG";"Resort Gorgeous"
"Stardust";"Reward from Selphy (5% chance)";"FR|LG";"Resort Gorgeous"
"Star Piece";"Reward from Selphy (5% chance)";"FR|LG";"Resort Gorgeous"
"Rare Candy";"Reward from Selphy (5% chance)";"FR|LG";"Resort Gorgeous"
"Repel";"1F, in the northeast of the room at the north entrance";"FR|LG|P|E";"Rock Tunnel"
"Escape Rope";"1F, in the southeast corner of the northeast section";"FR|LG|P|E";"Rock Tunnel"
"Pearl";"1F, northwest of Picnicker Ariana";"FR|LG";"Rock Tunnel"
"Revive";"B1F, near the southwest corner of the floor, accessible from the northeasternmost ladder on 1F";"FR|LG|P|E";"Rock Tunnel"
"Max Ether";"B1F, northeast of Hiker Dudley, accessible from the ladder northwest of the center of 1F";"FR|LG";"Rock Tunnel"
"Up-Grade";"In the northwest area of the warehouse";"FR|LG";"Rocket Warehouse"
"Pearl";"In the east area of the spin tile maze";"FR|LG";"Rocket Warehouse"
"Big Pearl";"In the south area of the spin tile maze";"FR|LG";"Rocket Warehouse"
"Net Ball";"On a lone box west of the center of the spin tile maze (hidden)";"FR|LG";"Rocket Warehouse"
"TM36 (Sludge Bomb)";"North of the northeast area of the spin tile maze";"FR|LG";"Rocket Warehouse"
"Sapphire";"From Gideon after defeating him";"FR|LG";"Rocket Warehouse"
"Nest Ball";"On a box in the northeast corner of the warehouse (hidden)";"FR|LG";"Rocket Warehouse"
"Potion";"From the Viridian Poké Mart employee";"R|B|Y|FR|LG";"Kanto Route 1"
"Ether";"South of the first pair of ledges south of the eastern gate (requires Cut)";"FR|LG";"Kanto Route 2"
"Parlyz Heal";"South of the second pair of ledges south of the eastern gate (requires Cut)";"FR|LG";"Kanto Route 2"
"HM05 (Flash)";"Obtained from one of Professor Oak's aides in the gate as a reward for registering 10 Pokémon in the Pokédex (requires Cut)";"R|B|Y|FR|LG";"Kanto Route 2"
"Oran Berry";"Between the ledges with Youngster Calvin, on the marked square (hidden)";"FR|LG";"Kanto Route 3"
"Persim Berry";"Between the three rocks west of the Pokémon Center, on a marked square (hidden)";"FR|LG";"Kanto Route 4"
"Great Ball";"In the corner west of the plateau east of the eastern Mt. Moon entrance (hidden)";"FR|LG";"Kanto Route 4"
"Razz Berry";"South of the easternmost ledge south of the road near the center of the route, on a marked square (hidden)";"FR|LG";"Kanto Route 4"
"TM05 (Roar)";"On the second-highest plateau in the north area of the route";"FR|LG";"Kanto Route 4"
"Rare Candy";"East of the Saffron City gate, two squares north of the square between the two ledges (hidden)";"FR|LG";"Kanto Route 6"
"Sitrus Berry";"On the marked square west of the Saffron City gate (hidden)";"FR|LG";"Kanto Route 6"
"Wepear Berry";"In the southeast area of the route, on the marked square (hidden)";"FR|LG";"Kanto Route 7"
"Leppa Berry";"On the southeast marked square in the fenced grassy area (requires Cut) (hidden)";"FR|LG";"Kanto Route 8"
"Lum Berry";"On the northwest marked square in the fenced grassy area (requires Cut) (hidden)";"FR|LG";"Kanto Route 8"
"Rawst Berry";"On the northeast marked square in the fenced grassy area (requires Cut) (hidden)";"FR|LG";"Kanto Route 8"
"Ether";"On a treeRBY/rockFRLG in the northwest area of the route (hidden)";"R|B|Y|FR|LG";"Kanto Route 9"
"TM40 (Aerial Ace)";"In the southwest corner of the route";"FR|LG";"Kanto Route 9"
"Burn Heal";"In the southeast corner of the route";"FR|LG";"Kanto Route 9"
"Chesto Berry";"West of Hiker Brice, on the marked square (hidden)";"FR|LG";"Kanto Route 9"
"Rare Candy";"One square west and one square south of the northeast corner of the route (hidden)";"FR|LG";"Kanto Route 9"
"Everstone";"North side, from Professor Oak's aide in the Pokémon Center as a reward for registering 20 Pokémon in the Pokédex";"FR|LG";"Kanto Route 10"
